PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
31306558,DCT,I Marker,Premelanosome cell,Normal cell,Skin,low-throughput + high-throughput,qRT-PCR;Sequencing technique,Identification of pathogenic genes and transcription factorsin vitiligo,"PMEL,MLANA,DCT,SOX10,TYRP1,and MC1R play a role in vitiligo, among which TYRP1 and MC1R are regulated by forkhead box J2 (FOXJ2).",PMEL;TYRP1;MC1R;MLANA,
31524257,SERPING1,I Marker,β cell,Normal cell,Pancreas,low-throughput,RT‑qPCR;RT-PCR,Identification of core genes and pathways in type 2 diabetes mellitus by bioinformatics analysis,"Two core genes, serpin family G member 1 (SERPING1) and alanyl aminopeptidase, membrane (ANPEP), were shown to be associated with the development of T2DM.",STAT3;NR3C1;HNF1A,CL_0000169
31524257,ANPEP,I Marker,β cell,Normal cell,Pancreas,low-throughput,RT‑qPCR;RT-PCR,Identification of core genes and pathways in type 2 diabetes mellitus by bioinformatics analysis,"Two core genes, serpin family G member 1 (SERPING1) and alanyl aminopeptidase, membrane (ANPEP), were shown to be associated with the development of T2DM.",STAT3;NR3C1;HNF1A,CL_0000169
31530804,PDGFB,I Marker,Muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;PCR;Sequencing technique;Immunofluorescence staining,Neural JNK3 regulates bloodflow recovery afterhindlimb ischemia in mice via an Egr1/Creb1 axis,"JNK3 deficiency leads to upregulation ofgrowth factors such asVegfa,Pdgfb,Pgf,HbegfandTgfb3in ischemic muscle by activation ofthe transcription factors Egr1/Creb1.",FOXO3,CL_0000187
31530804,PGF,I Marker,Muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;PCR;Sequencing technique;Immunofluorescence staining,Neural JNK3 regulates bloodflow recovery afterhindlimb ischemia in mice via an Egr1/Creb1 axis,"JNK3 deficiency leads to upregulation ofgrowth factors such asVegfa,Pdgfb,Pgf,HbegfandTgfb3in ischemic muscle by activation ofthe transcription factors Egr1/Creb1.",FOXO3,CL_0000187
31530804,HBEGF,I Marker,Muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;PCR;Sequencing technique;Immunofluorescence staining,Neural JNK3 regulates bloodflow recovery afterhindlimb ischemia in mice via an Egr1/Creb1 axis,"JNK3 deficiency leads to upregulation ofgrowth factors such asVegfa,Pdgfb,Pgf,HbegfandTgfb3in ischemic muscle by activation ofthe transcription factors Egr1/Creb1.",FOXO3,CL_0000187
31569377,MIR221,I Marker,Intervertebral cell,Normal cell,Bone,low-throughput,PCR;Immunohistochemistry,Reciprocal Regulation of TRPS1 and miR-221 in Intervertebral Disc Cells,MIR-221 negatively control TRPS1 expression by targeting the TRPS1-30UTR gene,TRPS1,
31691806,PHF8,I Marker,Nerve cell,Normal cell,Embryo,low-throughput + high-throughput,Immunofluorescent staining;Western blot;DNA-seq;ChIP-seq;RT-PCR;Flow-throughput cytometry;Bioinformatic prediction;qPCR;Gene knock down,Histone demethylase KDM5C is a SAHA-sensitive central hub at the crossroads of transcriptional axes involved in multiple neurodevelopmental disorders,"All four genes (KDM5C, ARX, ZNF711 and PHF8) are associated with X-linked NDDs comprising intellectual disability as a core feature.",KDM5C,CL_0002319
31697999,MIR30E,I Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,Western blot;qRT-PCR;Microscopic observation,Schisandrin B attenuates renal fibrosis via miR-30e-mediated inhibition of EMT,MIR-30E can serve as a therapeutic target in the treatment of patients with TIF ,ZEB2;SNAI2;SNAI1,CL_0000066
31704097,BLVRA,I Marker,Endothelial cell,Normal cell,Blood,low-throughput,qRT-PCR;Immunofluorescent staining;Western blot;Gene knock down,Biliverdin reductase deficiency triggers an endothelial-to-mesenchymal transition in human endothelial cells,"Biliverdin reductase (BVR), the enzyme of the heme degradation pathway converting biliverdin to bilirubin, shifts endothelial phenotype of the primary human aortic endothelial cells (HAECs) to mesenchymal-like one. ",GABPA,CL_0000115
31742704,PDGFB,I Marker,Astrocyte cell,Normal cell,Nerve,low-throughput + high-throughput,Western blot;qPCR;RNA-seq;Gene knock down,Sphingosine 1-phosphate but not Fingolimod protects neurons against excitotoxic cell death by inducing neurotrophic gene expression in astrocytes,"Expression of brain-derived neurotrophic factor (BDNF), leukemia inhibitory factor (LIF), platelet-derived growth factor B (PDGFB) and heparin-bound EGF-like growth factor (HBEGF) genes in human primary astrocytes.",BDNF;LIF,CL_0000127
31742704,HBEGF,I Marker,Astrocyte cell,Normal cell,Nerve,low-throughput + high-throughput,Western blot;qPCR;RNA-seq;Gene knock down,Sphingosine 1-phosphate but not Fingolimod protects neurons against excitotoxic cell death by inducing neurotrophic gene expression in astrocytes,"Expression of brain-derived neurotrophic factor (BDNF), leukemia inhibitory factor (LIF), platelet-derived growth factor B (PDGFB) and heparin-bound EGF-like growth factor (HBEGF) genes in human primary astrocytes.",BDNF;LIF,CL_0000127
31742704,MBTPS1,I Marker,Astrocyte cell,Normal cell,Nerve,low-throughput + high-throughput,Western blot;qPCR;RNA-seq;Gene knock down,Sphingosine 1-phosphate but not Fingolimod protects neurons against excitotoxic cell death by inducing neurotrophic gene expression in astrocytes,"Sphingosine 1-phosphate (S1P) is an essential lipid metabolite that signals through a family of five G protein-coupled receptors, S1PR1-S1PR5, to regulate cell physiology. ",LIF,CL_0000127
31773180,PKD1,I Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,ChIP-qPCR;Immunohistochemistry;ChIP-seq;qPCR;Gene knock down;Microscopic observation,Characterisation of transcription factor profiles in polycystic kidney disease (PKD): identification and validation of STAT3 and RUNX1 in the injury/repair response and PKD progression,Mutations in the PKD1 or PKD2 genes cause autosomal dominant polycystic kidney disease (ADPKD).,STAT3,CL_0000066
31773180,PKD2,I Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,ChIP-qPCR;Immunohistochemistry;ChIP-seq;qPCR;Gene knock down;Microscopic observation,Characterisation of transcription factor profiles in polycystic kidney disease (PKD): identification and validation of STAT3 and RUNX1 in the injury/repair response and PKD progression,Mutations in the PKD1 or PKD2 genes cause autosomal dominant polycystic kidney disease (ADPKD).,STAT3,CL_0000066
31775901,SFRP2,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,RT-PCR;Flow-throughput cytometry;Microscopic observation;RT-qPCR,Contribution of adipocyte precursors in the phenotypic specificity of intra-articular adipose tissues in knee osteoarthritis patients,EN1 and SFRP2 are development-related factors.,EN1,
31794264,PPARGC1A,I Marker,Bone cell,Normal cell,Skeletal muscle,low-throughput,qPCR;Western blot,Forty high-intensity interval training sessions blunt exercise-induced changes in the nuclear protein content of PGC-1α and p53 in human skeletal muscle,Exercise-induced increases in peroxisome proliferator-activated receptor-γ coactivator-1α (PGC-1α) and p53 protein content in the nucleus mediate the initial phase of exercise-induced mitochondrial biogenesis.,PPARGC1A,CL_0000137
31817229,RAC1,I Marker,Pancreatic ductal adenocarcinoma (PDAC)-derived cell line,Normal cell,Pancreas,low-throughput,qRT-PCR;qPCR;Western blot,RAC1B: A Guardian of the Epithelial Phenotype and Protector Against Epithelial-Mesenchymal Transition,"RAC1 gene, by alternative splicing, gives rise to two proteins designated Ras-related C3 botulinum toxin substrate 1 (RAC1) and RAC1B",SNAI1;SNAI2,
31828317,MYRF,I Marker,Oligodendrocyte cell,Normal cell,Brain,low-throughput + high-throughput,RNA-Seq;Bioinformatic prediction;IImmunofluorescent staining;Western blot;qPCR,Myrf guides target gene selection of transcription factor Sox10 during oligodendroglial development,MYRF represses OPC-specific SOX10 target genes in primary oligodendrocytes and inhibits oligodendrocyte characteristics.,SOX10,CL_0000128
31839203,MN1,I Marker,Leucocytes cell,Normal cell,Brain,low-throughput,Immunofluorescent staining;Weston blot;RNA-Seq,Gain-of-Function MN1 Truncation Variants Cause a Recognizable Syndrome with Craniofacial and Brain Abnormalities,"MN1 participates in transcriptional regulation of target genes through interaction with the transcription factors PBX1, PKNOX1, and ZBTB24.",PKNOX1;ZBTB24;PBX1,
31861329,CDC25A,I Marker,Stem cell,Normal cell,Brain,low-throughput,Immunocytochemistry;Weston blot;PCR,Pharmacological Stimulation of Nurr1 Promotes CellCycle Progression in Adult Hippocampal NeuralStem Cells,Cdc25A was shown to be a critical regulator of G to S phase transition during cell cycle progression .,MCM5;PCNA,CL_0000034
31876196,DST,I Marker,Mononuclear cell,Normal cell,Lymph,low-throughput,qPCR;Flow-throughput cytometry,In vitro impact of bisphenol A on maturation and function of monocyte-derived dendritic cells in patients with primary Sj ogren s syndrome,"BPA altered the function of moDCs through ERa, including antigen capture, secretion of inflammatory factors, and ability to stimulate T cells, as well as accelerated the progression and further deterioration of pSS.",IL12RB2;ERAL1;IL6,CL_0000576
31877316,TG,I Marker,Keratinocytes cell,Normal cell,Skin,low-throughput,Microscopic observation;Western blot;qPCR;qRT-PCR;Immunohistochemistry;Flow-throughput cytometry;Gene knock down,Tussilagonone Ameliorates Psoriatic Features in Keratinocytes and Imiquimod-Induced Psoriasis-Like Lesions in Mice via NRF2 Activation,"TGN inhibited activation of NF-kB and STAT3, leading to the attenuated expression of psoriasis-related inflammatory genes and suppression of keratinocyte hyperproliferation and TGN is an effective Nrf2 activator",STAT3;GABPA,CL_0000312
31879343,TBPL1,I Marker,Fibroblast cell,Normal cell,Lung,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Immunohistochemistry;RNA-seq;qPCR;Microscopic observation,The circadian clock protein REVERBα inhibits pulmonary fibrosis development,Transcription factor TBPL1 regulates the expression of REVERBα in human idiopathic pulmonary fibrosis (IPF) lung tissue,,CL_0000057
31893310,ZC3H12A,I Marker,Adipocyte cell,Normal cell,Liver,low-throughput + high-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Gene knock down;RNA-seq,Integrative genomics reveal a role for MCPIP1 in adipogenesis and adipocyte metabolism,"MCPIP1 plays an important role in the regulation of adipogenesis in vitro by reducing the expression of key transcription factors, including C/EBPβ",,
31949209,HDAC10,I Marker,T cell,Normal cell,Lymph,low-throughput + high-throughput,Sequencing technique;Western blot;Microscopic observation;Flow cytometry,HDAC10 deletion promotes Foxp3 + T-regulatory cell function,HDAC10 is a marker expressed in T cells,FOXP3,CL_0000084
31973095,PTX3,I Marker,Stem cell,Normal cell,Embryo,low-throughput,Immunofluorescent staining;RT-PCR,Use of 3D Organoids as a Model to Study Idiopathic Form of Parkinson's Disease,Early markers of Parkinson's disease,,CL_0000034
31973095,FOXA2,I Marker,Stem cell,Normal cell,Embryo,low-throughput,Immunofluorescent staining;RT-PCR,Use of 3D Organoids as a Model to Study Idiopathic Form of Parkinson's Disease,Early markers of Parkinson's disease,,CL_0000034
31973095,LMX1A,I Marker,Stem cell,Normal cell,Embryo,low-throughput,Immunofluorescent staining;RT-PCR,Use of 3D Organoids as a Model to Study Idiopathic Form of Parkinson's Disease,Early markers of Parkinson's disease,,CL_0000034
32043568,CD8A,I Marker,T cell,Normal cell,Lymph,low-throughput + high-throughput,Flow-throughput cytometry;Western blot;RNA-seq,CD96 functions as a co-stimulatory receptor to enhance CD8+ T cell activation and effector responses,CD96 has a co-stimulatory role in CD8+ T cell activation and effector function.,CD96,CL_0000084
32043568,CD96,I Marker,T cell,Normal cell,Lymph,low-throughput + high-throughput,Flow-throughput cytometry;Western blot;RNA-seq,CD96 functions as a co-stimulatory receptor to enhance CD8+ T cell activation and effector responses,CD96 has a co-stimulatory role in CD8+ T cell activation and effector function.,NR4A1;TBX21;CD8A,CL_0000084
32098872,ELSPBP1,I Marker,T cell,Normal cell,Lymph,low-throughput + high-throughput,Weston blot;DNA-seq,Structural insights into TAZ2 domain-mediated CBP/p300 recruitment by transactivation domain 1 of  the lymphopoietic transcription factor E2A,"The E-protein transcription factors guide immune cell differentiation, with E12 and E47 (hereafter called E2A) being essential for B-cell specification and maturation.",HPRT1,CL_0000084
32114393,IL6,I Marker,T cell,Normal cell,Lymph,low-throughput,Flow cytometry;Immunofluorescent staining,Complex human adenoid tissue-based ex vivo culture systems reveal anti-inflammatory drug effects on germinal center T and B cells,"The regulation of BCL6 in T cells is influenced by IL-6 signal of T cells and IL-4 signal of B cells, respectively",BCL6,CL_0000084
32114393,IL4,I Marker,T cell,Normal cell,Lymph,low-throughput,Flow cytometry;Immunofluorescent staining,Complex human adenoid tissue-based ex vivo culture systems reveal anti-inflammatory drug effects on germinal center T and B cells,"The regulation of BCL6 in T cells is influenced by IL-6 signal of T cells and IL-4 signal of B cells, respectively",BCL6,CL_0000084
32197643,CSF2RB,I Marker,Nerve cell,Normal cell,Nerve,low-throughput,Weston blot;Immunofluorescent staining;mmunohistochemistry;Flow-throughput cytometry;qRT-PCR,Runt-related transcription factor 1 promotes apoptosis and inhibits neuroblastoma progression in vitro and in vivo,"The promoter of BIRC5, CSF2RB, and NFKBIA can bind RUNX1 to decrease BIRC5 transcription and increase CSF2RB and NFKBIA transcription",RUNX1;NFKBIA;BIRC5,CL_0002319
32297952,ANKRD52,I Marker,Stem cell,Normal cell,Embryo,high-throughput,RNA-seq,Uncovering the cellular capacity for intensive and specific feedback self-control of the argonautes and MicroRNA targeting activity,ANKRD52 is a phosphatase regulatory subunit of the Ago phosphorylation cycle.,TNRC6A,CL_0000034
32299910,MPO,I Marker,Neutrophil cell,Normal cell,Bone marrow,low-throughput,Western blot;Flow-throughput cytometry;qPCR;Immunofluorescent staining,"Inducible expression of a disease-associated ELANE mutation impairs granulocytic differentiation, without eliciting an unfolded protein response",MPO and Elane are neutrophil granulosins.,ELANE,CL_0000775
32321506,BMP2,I Marker,Osteoblast cell,Normal cell,Bone marrow,low-throughput,Weston blot;RT-PCR;Immunofluorescent staining,Circaea mollis Siebold & Zucc. Alleviates postmenopausal osteoporosis in a mouse model via the BMP-2/4/Runx2 pathway,Alleviates postmenopausal osteoporosis in a mouse model via the BMP-2/4/Runx2 pathway,RUNX2,CL_0000062
