PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
30694703,MMP13,T Marker,Cartilage cell,Normal cell,Cartilage,low-throughput,RT-PCR;Immunohistochemistry;Weston blot;Immunofluorescent staining,Kartogenin preconditioning commits mesenchymalstem cells to a precartilaginous stage with enhancedchondrogenic potential by modulating JNK andb-catenin2related pathways,"Furthermore, the KGN-preconditioned hUCMSCs efficiently differentiated into chondrocytes with elevated chondrogenic gene ( SOX9, aggrecan, and collagen II) expression and reduced expression of ossific genes (collagen X and MMP13) compared with hUCMSCs treated with TGF-β3 only. ",RUNX1;TGFB3;MAPK8,CL_0000138
30706178,ALPL,T Marker,Cartilage cell,Normal cell,Blood vessel,low-throughput,Western blot;qRT-PCR;Microscopic observation,SGK1-dependent stimulation of vascular smooth muscle cell osteo-/chondrogenic transdifferentiation by interleukin-18,"Tissue nonspecific alkaline phosphatase (ALPL), an osteoblastic enzyme, serves as a marker for increased bone/cartilage transdifferentiation.",SGK1,CL_0000138
30731491,MOV10,T Marker,Megakaryocytes cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Flow cytometry,Identification of the Regulatory Elements and Target Genes of Megakaryopoietic Transcription Factor MEF2C,"MOV10, AGO3, HDAC1, RBBP5 and WASF2 are the markers expressed in megakaryocytes",MEF2C,CL_0000556
30731491,AGO3,T Marker,Megakaryocytes cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Flow cytometry,Identification of the Regulatory Elements and Target Genes of Megakaryopoietic Transcription Factor MEF2C,"MOV10, AGO3, HDAC1, RBBP5 and WASF2 are the markers expressed in megakaryocytes",MEF2C,CL_0000556
30731491,HDAC1,T Marker,Megakaryocytes cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Flow cytometry,Identification of the Regulatory Elements and Target Genes of Megakaryopoietic Transcription Factor MEF2C,"MOV10, AGO3, HDAC1, RBBP5 and WASF2 are the markers expressed in megakaryocytes",MEF2C,CL_0000556
30731491,RBBP5,T Marker,Megakaryocytes cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Flow cytometry,Identification of the Regulatory Elements and Target Genes of Megakaryopoietic Transcription Factor MEF2C,"MOV10, AGO3, HDAC1, RBBP5 and WASF2 are the markers expressed in megakaryocytes",MEF2C,CL_0000556
30731491,WASF2,T Marker,Megakaryocytes cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Flow cytometry,Identification of the Regulatory Elements and Target Genes of Megakaryopoietic Transcription Factor MEF2C,"MOV10, AGO3, HDAC1, RBBP5 and WASF2 are the markers expressed in megakaryocytes",MEF2C,CL_0000556
30738249,CD226,T Marker,Megakaryocyte cell,Normal cell,Bone,low-throughput,qRT-PCR;Flow cytometric;Confocal laser scanning microscopy images analysis;qPCR;Weston blot;Immunofluorescent staining,CD226 is involved in megakaryocyte activation and early-stagedifferentiation,CD226 is involved in MKs activation and polyploidy cell cycle control.,FLI1;GATA1,CL_0000556
30738249,ITGA2B,T Marker,Megakaryocyte cell,Normal cell,Bone,low-throughput,qRT-PCR;Flow cytometric;Confocal laser scanning microscopy images analysis;qPCR;Weston blot;Immunofluorescent staining,CD226 is involved in megakaryocyte activation and early-stagedifferentiation,"The expressions of Damicells surface CD226, MK specific markers CD41 and CD62P, and DNA ploidy in Dami cells andCD226knock-down (KD) cells were evaluated byflow cytometry.",FLI1;GATA1,CL_0000556
30738249,SELP,T Marker,Megakaryocyte cell,Normal cell,Bone,low-throughput,qRT-PCR;Flow cytometric;Confocal laser scanning microscopy images analysis;qPCR;Weston blot;Immunofluorescent staining,CD226 is involved in megakaryocyte activation and early-stagedifferentiation,"The expressions of Damicells surface CD226, MK specific markers CD41 and CD62P, and DNA ploidy in Dami cells andCD226knock-down (KD) cells were evaluated byflow cytometry.",FLI1;GATA1,CL_0000556
30771241,OSM,T Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,RT-PCR;Immunofluorescent staining,Coculture with monocytes/macrophages modulates osteogenic differentiation of adipose‐derived mesenchymal stromal cells on poly(lactic‐co‐glycolic) acid/polycaprolactone scaffolds,OSM is a Marker in Adipose derived mesenchymal stromal cell,RUNX2,
30771241,OSM,T Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,RT-PCR;Immunofluorescent staining,Coculture with monocytes/macrophages modulates osteogenic differentiation of adipose‐derived mesenchymal stromal cells on poly(lactic‐co‐glycolic) acid/polycaprolactone scaffolds,OSM is a Marker in Adipose derived mesenchymal stromal cell,BMP2;RUNX2,
30771694,BTF3P11,T Marker,Osteoclast cell,Normal cell,Cartilage,low-throughput,Flow cytometry;Western blot;qRT-PCR;Bioinformatic prediction;Microscopic observation,Force-induced decline of TEA domain family member 1 contributes to osteoclastogenesis via regulation of Osteoprotegerin,"Osteoprotegerin (OPG), a marker of osteoclasts,an inhibitor for osteoclastogenesis playing crucial roles in mechanical stress-induced bone remodeling and orthodontic tooth movement (OTM).",TEAD1,CL_0000092
30772379,VRK2,T Marker,Stem cell,Normal cell,Brain,low-throughput + high-throughput,Western blot;qPCR;ChIP-seq,Genome-Scale Transcriptional Regulatory Network Models of Psychiatric and Neurodegenerative Disorders,VRK2 is a marker expressed in human neural stem cells,POU3F2,CL_0000034
30776643,SOAT1,T Marker,T cell,Normal cell,Mucosal,low-throughput,Western blot;RT-PCR;Microscopic observation,Changes among TGF-β1+ Breg cells and helper T cell subsets in a murine model of allergic rhinitis with prolonged OVA challenge,"Moreover, changes to upstream transcription factors and STAT proteins were found to be positivelycorrelated with changes to helper T cells.",TGFB1,CL_0000084
30782853,CYP3A4,T Marker,Liver cell,Normal cell,Liver,low-throughput,RT-PCR;Western blot,Coordinated Transcriptional Regulation of Cytochrome P450 3As by Nuclear Transcription Factor Y (NF-Y) and Specificity Protein 1 (Sp1),the basal transcriptional regulation of CYP3As in hepatocytes is evolutionarily conserved between humans,SP1,CL_0000182
30784215,COL3A1,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,RT-qPCR;RT-qPCR;mRNA primer sequences;RNA-seq,Effect of Lidocaine on Viability and Gene Expression of Human Adipose–derived Mesenchymal Stem Cells: An in vitro Study,COL3A1 is a Marker in Mesenchymal stromal/stem cells,PRRX1;SP1;ATF1,CL_0008019
30784215,COL1A1,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,RT-qPCR;RT-qPCR;mRNA primer sequences;RNA-seq,Effect of Lidocaine on Viability and Gene Expression of Human Adipose–derived Mesenchymal Stem Cells: An in vitro Study,COL1A1 is a Marker in Mesenchymal stromal/stem cells,PRRX1;SP1;ATF1,CL_0008019
30784215,DCN,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,RT-qPCR;RT-qPCR;mRNA primer sequences;RNA-seq,Effect of Lidocaine on Viability and Gene Expression of Human Adipose–derived Mesenchymal Stem Cells: An in vitro Study,DCN is a Marker in Mesenchymal stromal/stem cells,PRRX1;SP1;ATF1,CL_0008019
30784215,CCNB2,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,RT-qPCR;RT-qPCR;mRNA primer sequences;RNA-seq,Effect of Lidocaine on Viability and Gene Expression of Human Adipose–derived Mesenchymal Stem Cells: An in vitro Study,CCNB2 is a Marker in Mesenchymal stromal/stem cells,PRRX1;SP1;ATF1,CL_0008019
30784215,HIST2H4A,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,RT-qPCR;RT-qPCR;mRNA primer sequences;RNA-seq,Effect of Lidocaine on Viability and Gene Expression of Human Adipose–derived Mesenchymal Stem Cells: An in vitro Study,HIST2H4A is a Marker in Mesenchymal stromal/stem cells,PRRX1;SP1;ATF1,CL_0008019
30784215,MKI67,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,RT-qPCR;RT-qPCR;mRNA primer sequences;RNA-seq,Effect of Lidocaine on Viability and Gene Expression of Human Adipose–derived Mesenchymal Stem Cells: An in vitro Study,MKI67 is a Marker in Mesenchymal stromal/stem cells,PRRX1;SP1;ATF1,CL_0008019
30801233,SLC1A5,T Marker,Smooth muscle cell,Normal cell,Muscle,low-throughput + high-throughput,RNA-seq;Western blot;Immunofluorescent staining;Microscopic observation;qRT-PCR,TEA Domain Transcription Factor 1 (TEAD1) Promotes Smooth Muscle Cell Proliferation through Up-Regulating SLC1A7-Mediated Glutamine Uptake,"TEAD1 promotes VSMC proliferation via transcriptional induction of SLC1A5, thereby activating mTORC1 signaling and promoting neointima formation.",TEAD1,CL_0000192
30801233,SLC1A5,T Marker,Smooth muscle cell,Normal cell,Muscle,low-throughput + high-throughput,RNA-seq;Western blot;Immunofluorescent staining;Microscopic observation;qRT-PCR,TEA Domain Transcription Factor 1 (TEAD1) Promotes Smooth Muscle Cell Proliferation through Up-Regulating SLC1A5-Mediated Glutamine Uptake,"TEAD1 promotes VSMC proliferation via transcriptional induction of SLC1A5, thereby activating mTORC1 signaling and promoting neointima formation.",TEAD1,CL_0000192
30802639,ABCB10,T Marker,Striatal cell,Normal cell,Nerve,low-throughput,Western blot;Immunofluorescent staining;RT-PCR,Mutant huntingtin inhibits the mitochondrial unfolded protein response by impairing ABCB10 mRNA stability,"Deletion of ABCB10 causes increased mitochondrial reactive oxygen species (ROS) production and cell death, whereas overexpression of ABCB10 reduces these aberrant events",DDIT3,
30802639,HSPD1,T Marker,Striatal cell,Normal cell,Nerve,low-throughput,Western blot;Immunofluorescent staining;RT-PCR,Mutant huntingtin inhibits the mitochondrial unfolded protein response by impairing ABCB11 mRNA stability,"the mitochondrial chaperone HSP60 and mitochondrial protease Clpp, two well-established markers of the UPRmt, are reduced in the in vitro ABCB10-deficienct HD models.",DDIT3,
30802639,CLPP,T Marker,Striatal cell,Normal cell,Nerve,low-throughput,Western blot;Immunofluorescent staining;RT-PCR,Mutant huntingtin inhibits the mitochondrial unfolded protein response by impairing ABCB12 mRNA stability,"the mitochondrial chaperone HSP60 and mitochondrial protease Clpp, two well-established markers of the UPRmt, are reduced in the in vitro ABCB10-deficienct HD models.",DDIT3,
30802639,HSPD1,T Marker,Striatal cell,Normal cell,Nerve,low-throughput,Western blot;Immunofluorescent staining;RT-PCR,Mutant huntingtin inhibits the mitochondrial unfolded protein response by impairing ABCB10 mRNA stability,"the mitochondrial chaperone HSP60 and mitochondrial protease Clpp, two well-established markers of the UPRmt, are reduced in the in vitro ABCB10-deficienct HD models.",DDIT3,
30802639,CLPP,T Marker,Striatal cell,Normal cell,Nerve,low-throughput,Western blot;Immunofluorescent staining;RT-PCR,Mutant huntingtin inhibits the mitochondrial unfolded protein response by impairing ABCB10 mRNA stability,"the mitochondrial chaperone HSP60 and mitochondrial protease Clpp, two well-established markers of the UPRmt, are reduced in the in vitro ABCB10-deficienct HD models.",DDIT3,
30804101,MAPK8,T Marker,Macrophages cell,Normal cell,Immune,low-throughput + high-throughput,Western blot;Sequencing technique;PCR,Differential recognition of Vibrio parahaemolyticus OmpU by TLRs in monocytes and macrophages for the induction of pro-inflammatory responses,JNK is a Marker in the Macrophages,TNF;JUN;IL6,
30808802,XKR4,T Marker,Lumbar cell,Normal cell,Bone,high-throughput,Gene whole exome sequencing,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes,XKR4 is a Marker in Lumbar cell,SPI1;PBX3;BCL11A,
30808802,SCIN,T Marker,Lumbar cell,Normal cell,Bone,high-throughput,Gene whole exome sequencing,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes,SCIN is a Marker in Lumbar cell,SPI1;PBX3;BCL11A,
30808802,MGMT,T Marker,Lumbar cell,Normal cell,Bone,high-throughput,Gene whole exome sequencing,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes,MGMT is a Marker in Lumbar cell,SPI1;PBX3;BCL11A,
30808802,DLG2,T Marker,Lumbar cell,Normal cell,Bone,high-throughput,Gene whole exome sequencing,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes,DLG2 is a Marker in Lumbar cell,SPI1;PBX3;BCL11A,
30808802,ZNF184,T Marker,Lumbar cell,Normal cell,Bone,high-throughput,Gene whole exome sequencing,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes,ZNF184 is a Marker in Lumbar cell,SPI1;PBX3;BCL11A,
30808802,OPRK1,T Marker,Lumbar cell,Normal cell,Bone,high-throughput,Gene whole exome sequencing,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes,OPRK1 is a Marker in Lumbar cell,SPI1;PBX3;BCL11A,
30817089,AKT1,T Marker,Epithelial cell,Normal cell,Urethra,low-throughput,Western blot,Urinary exosome as a potential biomarker for urinary tract infection,Transcription factor AKT and CD9 in urinary exosomescould be useful markers for differential diagnosis of UTI and ABU.,CD9,CL_0000066
30817089,CD9,T Marker,Epithelial cell,Normal cell,Urethra,low-throughput,Western blot,Urinary exosome as a potential biomarker for urinary tract infection,"In urinary exosomes of UTI patients, AKT significantly diminished, and an exosomal marker CD9 showed a trend to decrease after treatment with antimicrobial agents.",AKT1,CL_0000066
30826380,IL2,T Marker,T cell,Normal cell,Bone marrow,low-throughput,RT-PCR;Flow cytometry,"Regulation of FOXP3 expression in myeloid cells in response to all-transretinoic acid, interleukin 2 and transforming growth factor β","ATRA alone, but also a cocktail of mediators consisting of IL2, TGFβ and ATRA, upregulate expression of FOXP3 gene in normal and leukemic myeloid cells.",FOXP3,CL_0000084
30826380,TGFB1,T Marker,T cell,Normal cell,Bone marrow,low-throughput,RT-PCR;Flow cytometry,"Regulation of FOXP3 expression in myeloid cells in response to all-transretinoic acid, interleukin 2 and transforming growth factor β","ATRA alone, but also a cocktail of mediators consisting of IL2, TGFβ and ATRA, upregulate expression of FOXP3 gene in normal and leukemic myeloid cells.",FOXP3,CL_0000084
30830262,ITGAM,T Marker,Macrophage cell,Normal cell,Pancreas,low-throughput,Flow cytometry;RT-PCR,Macrophage alterations in islets of obese mice linked to beta cell disruption in diabetes,ITGAM is a Marker in Macrophage,IL1B;TGFB1,CL_0000235
30830262,ADGRE1,T Marker,Macrophage cell,Normal cell,Pancreas,low-throughput,Flow cytometry;RT-PCR,Macrophage alterations in islets of obese mice linked to beta cell disruption in diabetes,ADGRE1 is a Marker in Macrophage,IL1B;TGFB1,CL_0000235
30830262,SLC2A2,T Marker,Macrophage cell,Normal cell,Pancreas,low-throughput,Flow cytometry;RT-PCR,Macrophage alterations in islets of obese mice linked to beta cell disruption in diabetes,SLC2A2 is a Marker in Macrophage,PDX1;MAFA,CL_0000235
