PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
30209132,VGLL4,TFMarker,Adipocyte cell,Normal cell,Adipose,low-throughput,ChIP-qPCR;qRT-PCR;qPCR;Western blot;Immunofluorescent staining;Microscopic observation,The TEA domain family transcription factor TEAD4 represses murine adipogenesis by recruiting the  cofactors VGLL4 and CtBP3 into a transcriptional complex,The TEA domain family transcription factor TEAD4 represses murine adipogenesis by recruiting the  cofactors VGLL4 and CTBP3 into a transcriptional complex,TEAD4,
30252163,PDX1,TFMarker,Pancreas cell,Normal cell,Pancreas,low-throughput,Weston blot;Immunofluorescent staining;RT-PCR;qPCR,Enhanced insulin production and reprogramming efficiency of mesenchymal stem cells derived from porcine pancreas using suitable induction medium,"Transcription factors PDX1, NGN3, and MAFA are biomarkers expressed in pancreatic cells",MAFA,
30252163,MAFA,TFMarker,Pancreas cell,Normal cell,Pancreas,low-throughput,Weston blot;Immunofluorescent staining;RT-PCR;qPCR,Enhanced insulin production and reprogramming efficiency of mesenchymal stem cells derived from porcine pancreas using suitable induction medium,"Transcription factors PDX1, NGN3, and MAFA are biomarkers expressed in pancreatic cells",PDX1,
30260706,TNF,TFMarker,Macrophage cell,Normal cell,Artery,low-throughput + high-throughput,Flow cytometry;qPCR,Endothelial-to-mesenchymal transition shapes the atherosclerotic plaque and modulates macrophage function,"EndMT cell conditioned media attenuated macrophage proliferation, antigen-presenting cell marker  expression, and TNF-A production in response to oxidized LDL but increased oxidized LDL uptake and scavenger receptor expression.",SNAI1,CL_0000235
30292881,SOX2,TFMarker,Stem cell,Normal cell,Peripheral blood,low-throughput,RT-PCR;QPCR;Immunofluorescent staining;Flow cytometry;Western blot,"Generation of CSi001-A, a transgene-free, induced pluripotent stem cell line derived from a Parkinson Disease (PD) patient","Flow cytometry and immunofluorescent staining were performed to examine the expression of pluripotent markers (Fig. 1D and E) using the antibodies against human NANOG, SOX2, SSEA4 and OCT3/4.",NANOG,CL_0000034
30292881,NANOG,TFMarker,Stem cell,Normal cell,Peripheral blood,low-throughput,RT-PCR;QPCR;Immunofluorescent staining;Flow cytometry;Western blot,"Generation of CSi001-A, a transgene-free, induced pluripotent stem cell line derived from a Parkinson Disease (PD) patient","Flow cytometry and immunofluorescent staining were performed to examine the expression of pluripotent markers (Fig. 1D and E) using the antibodies against human NANOG, SOX2, SSEA4 and OCT3/4.",SOX2,CL_0000034
30317027,CSF1,TFMarker,Endothelial cell,Normal cell,Blood vessel,low-throughput,qPCR,Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells,Ang II activates CSF1 transcriptional expression in vascular endothelial cells,SMARCA4;JUN,CL_0000115
30317557,MIR25,TFMarker,T cell,Normal cell,Blood,low-throughput,Flow-throughput cytometry,"Disturbed Th17/Treg balance, cytokines, and miRNAs in peripheral blood of patients with Behcet's disease","T-cell-associated miRNA expression levels, MIR-25 and MIR-93 were significantly upregulated",MIR93,CL_0000084
30317557,MIR93,TFMarker,T cell,Normal cell,Blood,low-throughput,Flow-throughput cytometry,"Disturbed Th17/Treg balance, cytokines, and miRNAs in peripheral blood of patients with Behcet's disease","T-cell-associated miRNA expression levels, MIR-25 and MIR-93 were significantly upregulated",MIR25,CL_0000084
30321476,RXRA,TFMarker,Bone cell,Normal cell,Bone,high-throughput,RNA-seq,Gestational Vitamin D Supplementation Leads to Reduced Perinatal RXRA DNA Methylation: Results From the MAVIDOS Trial,The transcription factor RXRA is involved in regulating the status of maternal 25(OH)-vitamin D in bone,,CL_0000137
30338905,STAT3,TFMarker,Muscle cell,Normal cell,Heart,high-throughput,Identification of dysregulated miRNA‐TF FFLs in HCM,Systematic identification and analysis of dysregulated miRNA and transcription factor feed-forward loops in hypertrophic cardiomyopathy,STAT3 upregualted MCL1,MCL1,CL_0000187
30378114,FOXM1,TFMarker,Endothelial cell,Normal cell,Heart,low-throughput,Western blot;Immunofluorescence staining;qPCR;Gene knock down;qRT-PCR;RT-PCR,Foxm1 is a critical driver of TGF-β-induced EndMT in endothelial cells through Smad2/3 and binds to the Snail promoter,FOXM1 as a driver of TGF-β-induced EndMT and underscore the therapeutic potential of targeting FOXM1 for cardiac fibrosis.,TGFB1;SNAI1,CL_0000115
30378114,TGFB1,TFMarker,Endothelial cell,Normal cell,Heart,low-throughput,Western blot;Immunofluorescence staining;qPCR;Gene knock down;qRT-PCR;RT-PCR,Foxm1 is a critical driver of TGF-β-induced EndMT in endothelial cells through Smad2/3 and binds to the Snail promoter,TGFB1 is a transcription factor expressed in Endothelial cell and regulated by transcription factor FOXM1.Endothelial cells can be induced,FOXM1,CL_0000115
30378114,SNAI1,TFMarker,Endothelial cell,Normal cell,Heart,low-throughput,Western blot;Immunofluorescence staining;qPCR;Gene knock down;qRT-PCR;RT-PCR,Foxm1 is a critical driver of TGF-β-induced EndMT in endothelial cells through Smad2/3 and binds to the Snail promoter,SNAI1 is a transcription factor expressed in Endothelial cell and regulated by transcription factor FOXM1.It plays an important role in the pathogenesis of EndMT,FOXM1,CL_0000115
30393086,SIRT1,TFMarker,Epithelial cell,Normal cell,Skin,low-throughput + high-throughput,qRT-PCR;Weston blot;RNA-seq;qPCR;Immunofluorescent staining;Microscopic observation,Adiponectin Enhances Human Keratinocyte Lipid Synthesis via SIRT1 and Nuclear Hormone Receptor Signaling,"SIRT1 is a transcription factor expressed in Epidermal cell,associated with enhanced lipid synthesis in human keratinocytes",,CL_0000066
30397075,SNW1,TFMarker,Bone marrow cell,Normal cell,Bone marrow,low-throughput + high-throughput,qPCR;Weston blot;ChIP-PCR;ChIP-seq,"SNW1, a Novel Transcriptional Regulator of the NF-κB Pathway","SNW1 is a unique protein previously shown to be involved in both splicing and transcription, and in this case, its role involves binding to the NF-κB-p-TEFb complex to facilitate transcriptional elongation of some NF-κB target genes.",,
30421162,RUNX2,TFMarker,Osteoblast cell,Normal cell,Bone,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation,Orthosilicic Acid Accelerates Bone Formation in Human Osteoblast-LikeCells Through the PI3K–Akt–mTOR Pathway,RUNX2(runt-related transcription factor 2) is a related osteogenesis marker expressed in Osteoblast cell.,,CL_0000062
30425241,AHR,TFMarker,T cell,Normal cell,Brain,low-throughput,Flow cytometric analysis;RT-PCR,TGFβ1 signaling sustains aryl hydrocarbon receptor (AHR) expression and restrains the pathogenic potential of TH17 cells by an AHR-independent mechanism,"The aryl hydrocarbon receptor (AHR) is a transcription factor activated by ligand highly expressed on TH17 cells;Although AHR is highly expressed on in vitro-generated nonpathogenic TH17 cells, its ligation does not shift TH17 cells to an anti-inflammatory phenotype. Further studies investigating the role of AHR beyond TH17 differentiation may provide a useful understanding of the physiopathology of autoimmune diseases",,CL_0000084
30482071,MUM1,TFMarker,Plasma cell,Normal cell,Uterus,low-throughput,Immunohistochemistry;Microscopic observation,Multiple Myeloma 1 Transcription Factor Is Superior to CD138 as a Marker of Plasma Cells in Endometrium,"MUM1(Multiple myeloma 1) transcription factor is introduced as an alternative PC marker in endometrial tissues.MUM1,  also  known  as  interferon  regulatory  factor  4  (IRF4),  is  a  transcription  factor  that  is  encoded  by  IRF4   gene on chromosome 6 in humans.16 IRF4 gene is strongly  associated  with  pigmentation,  sensitivity  of  skin  to  sun   exposure, freckles, brown hair color, and blue eyes.17 IRF4  transcription factor is a requirement for lymphocyte acti- vation in response to an antigen and generation of  Ig-secreting plasma cells,18,19 with its involvement in iso- type switching and plasma cell differentiation.",SDC1,CL_0000786
30502053,ARNTL,TFMarker,Epithelial cell,Normal cell,Stomach,low-throughput,RT-PCR;qRT-PCR;Immunohistochemistry;Western blot;Microscopic observation,H. pylori infection induced BMAL1 expression and rhythm disorder aggravate gastric inflammation,"In stomach epithelial cell,BMAL1 disorders aggravate inflammation induced byH pylori.BMAL1 in turn functions as a transcription factor and enhances the expression of proinflammatory cy-tokine TNF-α, thereby promoting inflammation.",TNF,CL_0000066
30518987,CYP2J2,TFMarker,Endothelial cell,Normal cell,Cardiovascular,low-throughput + high-throughput,qPCR;Bioinformatic prediction,A comprehensive study revealed SNP–SNP interactions and a sex-dependent relationship between polymorphisms of the CYP2J2 gene and hypertension risk,The transcription factor CYP2J2 is thought to be a new genetic marker for hypertension,,CL_0000115
30523150,GATA1,TFMarker,Hematopoietic cell,Normal cell,Blood,low-throughput + high-throughput,PCR;RNA-Seq;Western blot;Flow cytometry;Sequencing technique,O-GlcNAc homeostasis contributes to cell fate decisions during hematopoiesis,Erythroid-specific transcrip-tion factor GATA-binding protein 1 (GATA-1) fused to theestrogen receptor (GATA-1 ER) and therefore undergoerythropoiesis after-estradiol (E2) addition,EREG,CL_0000988
30529267,BRD4,TFMarker,Endothelial cell,Normal cell,Artery,low-throughput + high-throughput,Gene knock down;Immunofluorescent staining;PCR;Weston blot;Sequencing technique,Inhibition of BRD4 attenuates transverse aortic constriction- and TGF-β-induced endothelial-mesenchymal transition and cardiac fibrosis,BRD4 plays a critical role in EndMT-induced CF and that targeting BRD4 might be a novel therapeutic option for CF.,TGFB1,CL_0000115
30536618,SP7,TFMarker,Stem cell,Normal cell,Bone,low-throughput + high-throughput,PCR;ChIP;Weston blot;Microscopic observation,LncRNA HOXA‐AS2 positively regulates osteogenesis of mesenchymal stem cells through inactivating NF‐κB signalling,SP7 is a major osteogenic transcription factor and SP7 is also a marker of osteogenesis,HDAC2,CL_0000034
30548079,MYOD1,TFMarker,Myoblast cell,Normal cell,Skeletal muscle,low-throughput,PCR;Western blot;Microscopic observation;Immunofluorescent staining;Immunohistochemistry,Nonthermal atmospheric plasma enhances myoblast differentiation by eliciting STAT3 phosphorylation,MYOD is one of the earliest markers of myogenic differentiation and an important transcription factor required for myogenic differentiation,STAT3,CL_0000056
30548445,PTEN,TFMarker,Epithelial cell,Normal cell,Lung,low-throughput,Immunofluorescent staining;Western blot; Microscopic observation,Loss of PTEN induces lung fibrosis via alveolar epithelial cell senescence depending on NF-κB activation,"PTEN/NF-κB pathway facilitated collagen accumulation in fibroblasts, resulting in lung fibrosis.",,CL_0000066
30552118,ZP4,TFMarker,Endothelial cell,Normal cell,Eye,low-throughput,PCR;Western blot;Immunofluorescent staining,Transcription factor TFAP2B up-regulates human corneal endothelial cell-specific genes during corneal development and maintenance,siRNA-mediated knockdown of TFAP2B in CECs decreased the expression of the corneal endothelium-specific proteins type VIII collagen α2 (COL8A2) and zona pellucida glycoprotein 4 (ZP4) and suppressed cell proliferation.,COL8A2;TFAP2B,CL_0000115
30634446,MC4R,TFMarker,Brain cell,Normal cell,Brain,low-throughput + high-throughput,qRT-PCR;Single Nucleotide Polymorphism (SNP) Identification;Sequence Analysis of the Promoter Region of MC4R Gene,Variation in the Promoter Region of theMC4RGeneElucidates the Association of Body MeasurementTraits in Hu Sheep,The melanocortin 4 receptor (MC4R) gene is expressed in the appetite-regulating areas of the brain and is engaged in the leptin signaling pathway. ,,
30634446,MC4R,TFMarker,Brain cell,Normal cell,Brain,low-throughput + high-throughput,qRT-PCR;Single Nucleotide Polymorphism (SNP) Identification;Sequence Analysis of the Promoter Region of MC4R Gene,Variation in the Promoter Region of the MC4R Gene Elucidates the Association of Body Measurement Traits in Hu Sheep,The melanocortin 4 receptor (MC4R) gene is expressed in the appetite-regulating areas of the brain and is engaged in the leptin signaling pathway.,,
30635054,MYC,TFMarker,Fibroblast cell,Normal cell,Liver,low-throughput,Western blot;Immunocytochemistry;Immunofluorescence staining;Immunohistochemistry;qRT-PCR,The therapeutic potential of induced hepatocyte-like cells generated by direct reprogramming on hepatic fibrosis,Specific transcription factors C-MYC and KLF4 can directly reprogram embryonic fibroblasts to generate Induced hepatocytelike cells (iHEPs),KLF4,CL_0000057
30635054,KLF4,TFMarker,Fibroblast cell,Normal cell,Liver,low-throughput,Western blot;Immunocytochemistry;Immunofluorescence staining;Immunohistochemistry;qRT-PCR,The therapeutic potential of induced hepatocyte-like cells generated by direct reprogramming on hepatic fibrosis,Specific transcription factors C-MYC and KLF4 can directly reprogram embryonic fibroblasts to generate Induced hepatocytelike cells (iHEPs),MYC,CL_0000057
30691826,RUNX2,TFMarker,Interstitial cell,Normal cell,Artery,low-throughput,Western blot;Immunoblotting,MMP-12eInduced Pro-osteogenic Responses in Human Aortic Valve Interstitial Cells,"Runt-associated transcription factor 2 (RUNX-2), bone morphogenetic protein 2 (BMP-2), and alkaline phosphatase (ALP) are markers of osteogenic responses in human aortic valve interstitial cells (AVICS)",MMP12;BMP2;ALPL,CL_0000178
30691826,BMP2,TFMarker,Interstitial cell,Normal cell,Artery,low-throughput,Western blot;Immunoblotting,MMP-12eInduced Pro-osteogenic Responses in Human Aortic Valve Interstitial Cells,"Runt-associated transcription factor 2 (RUNX-2), bone morphogenetic protein 2 (BMP-2), and alkaline phosphatase (ALP) are markers of osteogenic responses in human aortic valve interstitial cells (AVICS)",MMP12;ALPL;RUNX2,CL_0000178
30701530,SOX9,TFMarker,Smooth muscle cell,Normal cell,Blood vessel,low-throughput,Western blot;Immunofluorescence;Flow cytometry,Restoration of microRNA‐30b expression alleviates vascular calcification through the mTOR signaling pathwayand autophagy,SOX9 was verified as the target of MIR-30B . Restoration of MIR-30B was revealed to markedlydiminish the expression of SOX9 while acting to inhibit activation of the mTOR signaling pathway.,MIR30B,CL_0000192
