Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand MGI ID,Receptor MGI ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0004111,Plg Eno1,Plg,Eno1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plg%20Eno1-based-on-Pubmed-ID-19182206-in-mouse,Plg (Pg),"Eno1 (2-phospho-D-glycerate hydrolase, alpha-enolase, Eno-1, MBP-1, c-Myc promoter binding protein)",MGI:97620,MGI:95393,ENSMUSG00000059481,ENSMUSG00000063524,PLG,"ENO1 (ENO1L1, MPB1, ENO1-IT1, PPH, MBP-1)",secreted,cell membrane
CDB25:0004112,Plg Igf2r,Plg,Igf2r,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plg%20Igf2r-based-on-Pubmed-ID-12189157,%2021273553-in-mouse",Plg (Pg),"Igf2r (Mpr300, CI-MPR, IGF-II/CI-MPR, M6P/IGF2R, CD222, mannose-6-phosphate receptor, cation independent)",MGI:97620,MGI:96435,ENSMUSG00000059481,ENSMUSG00000023830,PLG,"IGF2R (CD222, MPRI, MPR1, CIMPR, M6P-R, CI-M6PR, CI-MPR, MPR300)",secreted,cell membrane
CDB25:0004113,Plg Meltf,Plg,Meltf,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plg%20Meltf-based-on-Pubmed-ID-15936756-in-mouse,Plg (Pg),"Meltf (MTf, CD228, melanotransferrin, Mfi2)",MGI:97620,MGI:1353421,ENSMUSG00000059481,ENSMUSG00000022780,PLG,"MELTF (MFI2, CD228, FLJ38863, MAP97, MGC4856, MTF1, MTf)",secreted,cell membrane
CDB25:0004114,Podxl Sele,Podxl,Sele,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Podxl%20Sele-based-on-Pubmed-ID-22814396-in-mouse,"Podxl (Pclp1, Ly102, PC, podocalyxin, Podxl1)","Sele (E-selectin, CD62E, Elam)",MGI:1351317,MGI:98278,ENSMUSG00000025608,ENSMUSG00000026582,"PODXL (PCLP, Gp200, PC, PODXL1, PDX, gp135)","SELE (ELAM1, ELAM, ESEL, CD62E)",cell membrane,cell membrane
CDB25:0004115,Podxl2 Sele,Podxl2,Sele,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Podxl2%20Sele-based-on-Pubmed-ID-18606703-in-mouse,"Podxl2 (PODLX2, D130074J02Rik, Endoglycan)","Sele (E-selectin, CD62E, Elam)",MGI:2442488,MGI:98278,ENSMUSG00000033152,ENSMUSG00000026582,"PODXL2 (PODLX2, endoglycan, EG)","SELE (ELAM1, ELAM, ESEL, CD62E)",cell membrane,cell membrane
CDB25:0004116,Podxl2 Selp,Podxl2,Selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Podxl2%20Selp-based-on-Pubmed-ID-18606703-in-mouse,"Podxl2 (PODLX2, D130074J02Rik, Endoglycan)","Selp (CD62P, P-selectin, Grmp)",MGI:2442488,MGI:98280,ENSMUSG00000033152,ENSMUSG00000026580,"PODXL2 (PODLX2, endoglycan, EG)","SELP (GRMP, CD62, PSEL, PADGEM, GMP140, CD62P, GMP-140)",cell membrane,cell membrane
CDB25:0004117,Postn Itgav,Postn,Itgav,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Postn%20Itgav-based-on-Pubmed-ID-12235007,%2027905395-in-mouse","Postn (OSF-2, Periostin, Osf2, peri, A630052E07Rik)","Itgav (vitronectin receptor alpha polypeptide  (VNRA), CD51, alphav-integrin, 1110004F14Rik, 2610028E01Rik, D430040G12Rik)",MGI:1926321,MGI:96608,ENSMUSG00000027750,ENSMUSG00000027087,"POSTN (OSF-2, PN, periostin)","ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB25:0004118,Postn Itgb3,Postn,Itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Postn%20Itgb3-based-on-Pubmed-ID-12235007-in-mouse,"Postn (OSF-2, Periostin, Osf2, peri, A630052E07Rik)","Itgb3 (platelet glycoprotein IIIa  (GP3A), CD61)",MGI:1926321,MGI:96612,ENSMUSG00000027750,ENSMUSG00000020689,"POSTN (OSF-2, PN, periostin)","ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB25:0004119,Postn Itgb5,Postn,Itgb5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Postn%20Itgb5-based-on-Pubmed-ID-12235007-in-mouse,"Postn (OSF-2, Periostin, Osf2, peri, A630052E07Rik)","Itgb5 ([b]5B, [b]5A, [b]-5, beta-5, beta5, [b]5, ESTM23)",MGI:1926321,MGI:96614,ENSMUSG00000027750,ENSMUSG00000022817,"POSTN (OSF-2, PN, periostin)",ITGB5,secreted,cell membrane
CDB25:0004120,Postn Stab1,Postn,Stab1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Postn%20Stab1-based-on-Pubmed-ID-36325910-in-mouse,"Postn (OSF-2, Periostin, Osf2, peri, A630052E07Rik)",Stab1 (MS-1),MGI:1926321,MGI:2178742,ENSMUSG00000027750,ENSMUSG00000042286,"POSTN (OSF-2, PN, periostin)","STAB1 (KIAA0246, STAB-1, FEEL-1, CLEVER-1, FELE-1, FEX1, SCARH2)",secreted,cell membrane
CDB25:0004121,Postn Stab2,Postn,Stab2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Postn%20Stab2-based-on-Pubmed-ID-36325910-in-mouse,"Postn (OSF-2, Periostin, Osf2, peri, A630052E07Rik)","Stab2 (STAB-2, FEEL-2)",MGI:1926321,MGI:2178743,ENSMUSG00000027750,ENSMUSG00000035459,"POSTN (OSF-2, PN, periostin)","STAB2 (DKFZP434E0321, FELL, STAB-2, HARE, FEEL-2, SCARH1)",secreted,cell membrane
CDB25:0004122,Ppia Bsg,Ppia,Bsg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ppia%20Bsg-based-on-Pubmed-ID-22631225-in-mouse,"Ppia (cyclophilin A, CyP-18, Cphn, CypA)","Bsg (neurothelin, CD147, 5A11/Basigin, EMMPRIN, HT-7, gp 42)",MGI:97749,MGI:88208,ENSMUSG00000071866,ENSMUSG00000023175,PPIA (CYPA),"BSG (OK, EMMPRIN, CD147, EMPRIN)",secreted,cell membrane
CDB25:0004123,Prg4 Cd44,Prg4,Cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prg4%20Cd44-based-on-Pubmed-ID-25708025-in-mouse,"Prg4 (MSF, DOL54, lubricin, SZP)","Cd44 (Ly-24, Pgp-1, HERMES)",MGI:1891344,MGI:88338,ENSMUSG00000006014,ENSMUSG00000005087,"PRG4 (CACP, JCAP, SZP, MSF, HAPO, bG174L6.2, FLJ32635)","CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",secreted,cell membrane
CDB25:0004124,Prlh Npffr1,Prlh,Npffr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prlh%20Npffr1-based-on-Pubmed-ID-23911743-in-mouse,Prlh (EG623503),"Npffr1 (LOC237362, NPFF1, Gpr147, NPFF1R)",MGI:3644668,MGI:2685082,ENSMUSG00000090550,ENSMUSG00000020090,PRLH (PRH),"NPFFR1 (GPR147, OT7T022, NPFF1R1)",secreted,cell membrane
CDB25:0004125,Prlh Npffr2,Prlh,Npffr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prlh%20Npffr2-based-on-Pubmed-ID-23911743-in-mouse,Prlh (EG623503),"Npffr2 (NPFF2, Gpr74)",MGI:3644668,MGI:1860130,ENSMUSG00000090550,ENSMUSG00000035528,PRLH (PRH),"NPFFR2 (GPR74, NPFF2, NPGPR)",secreted,cell membrane
CDB25:0004126,Prnp Adgrg6,Prnp,Adgrg6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prnp%20Adgrg6-based-on-Pubmed-ID-27501152-in-mouse,"Prnp (PrP, PrPC, Prn-i, Prn-p, Sinc, PrPSc, CD230)","Adgrg6 (LOC215798, 1190004A11Rik, DREG, Gpr126)",MGI:97769,MGI:1916151,ENSMUSG00000079037,ENSMUSG00000039116,"PRNP (PRIP, GSS, CJD, CD230, PRP, AltPrP)","ADGRG6 (GPR126, FLJ14937)",cell membrane,cell membrane
CDB25:0004127,Prnp Ncam1,Prnp,Ncam1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prnp%20Ncam1-based-on-Pubmed-ID-11743735-in-mouse,"Prnp (PrP, PrPC, Prn-i, Prn-p, Sinc, PrPSc, CD230)","Ncam1 (CD56, NCAM-1, NCAM-120, NCAM-140, NCAM-180, E-NCAM, NCAM)",MGI:97769,MGI:97281,ENSMUSG00000079037,ENSMUSG00000039542,"PRNP (PRIP, GSS, CJD, CD230, PRP, AltPrP)","NCAM1 (NCAM, CD56)",cell membrane,cell membrane
CDB25:0004128,Prnp Nrp1,Prnp,Nrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prnp%20Nrp1-based-on-Pubmed-ID-15695515-in-mouse,"Prnp (PrP, PrPC, Prn-i, Prn-p, Sinc, PrPSc, CD230)","Nrp1 (Neuropilin-1, NP-1, NPN-1, Npn1)",MGI:97769,MGI:106206,ENSMUSG00000079037,ENSMUSG00000025810,"PRNP (PRIP, GSS, CJD, CD230, PRP, AltPrP)","NRP1 (NRP, VEGF165R, CD304)",cell membrane,cell membrane
CDB25:0004129,Prrt1 Gria1,Prrt1,Gria1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prrt1%20Gria1-based-on-Pubmed-ID-34408636-in-mouse,"Prrt1 (G5b, NG5, SynDIG4)","Gria1 (GluR1, GluR-A, Glr-1, Glur-1, Glur1, GluRA, Glr1, 2900051M01Rik, HIPA1, GluA1)",MGI:1932118,MGI:95808,ENSMUSG00000015476,ENSMUSG00000020524,"PRRT1 (C6orf31, NG5, IFITMD7, DSPD1, SynDIG4)","GRIA1 (GLUR1, GluA1, GLURA)",cell membrane,cell membrane
CDB25:0004130,Prrt1 Gria2,Prrt1,Gria2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prrt1%20Gria2-based-on-Pubmed-ID-34408636-in-mouse,"Prrt1 (G5b, NG5, SynDIG4)","Gria2 (GluR-B, GluR2, Glur-2, Glur2, GluA2)",MGI:1932118,MGI:95809,ENSMUSG00000015476,ENSMUSG00000033981,"PRRT1 (C6orf31, NG5, IFITMD7, DSPD1, SynDIG4)","GRIA2 (GLUR2, GluA2, GLURB, GluR-K2, GluR-B, GluR-2)",cell membrane,cell membrane
CDB25:0004131,Prrt1 Gria3,Prrt1,Gria3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prrt1%20Gria3-based-on-Pubmed-ID-34408636-in-mouse,"Prrt1 (G5b, NG5, SynDIG4)","Gria3 (Glur-3, Glur3, GluR3, 2900064I19Rik, Gluralpha3)",MGI:1932118,MGI:95810,ENSMUSG00000015476,ENSMUSG00000001986,"PRRT1 (C6orf31, NG5, IFITMD7, DSPD1, SynDIG4)","GRIA3 (GLUR3, GluA3, GLURC, MRX94, GluR-3, GluR-C, GluR-K3, iGluR3)",cell membrane,cell membrane
CDB25:0004132,Prrt1 Gria4,Prrt1,Gria4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prrt1%20Gria4-based-on-Pubmed-ID-34408636-in-mouse,"Prrt1 (G5b, NG5, SynDIG4)","Gria4 (Glur-4, Glur4, spkw1, Gluralpha4)",MGI:1932118,MGI:95811,ENSMUSG00000015476,ENSMUSG00000025892,"PRRT1 (C6orf31, NG5, IFITMD7, DSPD1, SynDIG4)","GRIA4 (GLUR4, GluA4, GLURD, GluR-4, GluR-D, GLUR4C)",cell membrane,cell membrane
CDB25:0004133,Prtn3 Cd177,Prtn3,Cd177,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prtn3%20Cd177-based-on-Pubmed-ID-30236159-in-mouse,"Prtn3 (myeloblastin, mPR3, PR3)","Cd177 (Pdp3, 1190003K14Rik)",MGI:893580,MGI:1916141,ENSMUSG00000057729,ENSMUSG00000052212,"PRTN3 (PR-3, ACPA, C-ANCA, AGP7, MBT, P29)","CD177 (PRV1, HNA2A, NB1)","secreted, cell membrane",cell membrane
CDB25:0004134,Psap M6pr,Psap,M6pr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Psap%20M6pr-based-on-Pubmed-ID-9707421-in-mouse,Psap (SGP-1),"M6pr (Mpr46, CD-MPR)",MGI:97783,MGI:96904,ENSMUSG00000004207,ENSMUSG00000007458,"PSAP (SAP1, GLBA, SAP2)","M6PR (CD-MPR, CD-M6PR)","secreted, cell membrane",cell membrane
CDB25:0004135,Psap Mrc1,Psap,Mrc1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Psap%20Mrc1-based-on-Pubmed-ID-9707421-in-mouse,Psap (SGP-1),"Mrc1 (CD206, MR)",MGI:97783,MGI:97142,ENSMUSG00000004207,ENSMUSG00000026712,"PSAP (SAP1, GLBA, SAP2)","MRC1 (MRC1L1, CLEC13D, CD206, bA541I19.1, CLEC13DL)","secreted, cell membrane",cell membrane
CDB25:0004136,Pth Lrp6,Pth,Lrp6,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pth%20Lrp6-based-on-Pubmed-ID-22589223-in-mouse,Pth,", Cd, ska26, skax26)"">Lrp6 (ska, Cd, ska26, skax26)",MGI:97799,MGI:1298218,ENSMUSG00000059077,ENSMUSG00000030201,PTH (PTH1),LRP6 (ADCAD2),secreted,cell membrane
CDB25:0004137,Ptk7 Adgrd1,Ptk7,Adgrd1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptk7%20Adgrd1-based-on-Pubmed-ID-37354459-in-mouse,"Ptk7 (8430404F20Rik, mPTK7/CCK4, chz)","Adgrd1 (E230012M21Rik, Gpr133)",MGI:1918711,MGI:3041203,ENSMUSG00000023972,ENSMUSG00000044017,PTK7 (CCK4),"ADGRD1 (GPR133, DKFZp434B1272, PGR25)","secreted, cell membrane",cell membrane
CDB25:0004138,Ptn Itgam,Ptn,Itgam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Itgam-based-on-Pubmed-ID-28939773-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Itgam (complement component receptor 3 alpha, CD11B  (p170), Mac-1 alpha, Mac-1, complement receptor type 3, CR3, CD11b/CD18, Mac-1a, F730045J24Rik, Ly-40, Cd11b)",MGI:97804,MGI:96607,ENSMUSG00000029838,ENSMUSG00000030786,"PTN (NEGF1, HBNF, HBGF8)","ITGAM (CR3A, CD11B, MAC-1, CD11b)",secreted,cell membrane
CDB25:0004139,Ptn Itgav,Ptn,Itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Itgav-based-on-Pubmed-ID-19141530-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Itgav (vitronectin receptor alpha polypeptide  (VNRA), CD51, alphav-integrin, 1110004F14Rik, 2610028E01Rik, D430040G12Rik)",MGI:97804,MGI:96608,ENSMUSG00000029838,ENSMUSG00000027087,"PTN (NEGF1, HBNF, HBGF8)","ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB25:0004140,Ptn Itgb2,Ptn,Itgb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Itgb2-based-on-Pubmed-ID-28939773-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Itgb2 (Mac-1 beta, 2E6, Cd18)",MGI:97804,MGI:96611,ENSMUSG00000029838,ENSMUSG00000000290,"PTN (NEGF1, HBNF, HBGF8)","ITGB2 (CD18, MFI7, LFA-1, MAC-1)",secreted,cell membrane
CDB25:0004141,Ptn Itgb3,Ptn,Itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Itgb3-based-on-Pubmed-ID-19141530-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Itgb3 (platelet glycoprotein IIIa  (GP3A), CD61)",MGI:97804,MGI:96612,ENSMUSG00000029838,ENSMUSG00000020689,"PTN (NEGF1, HBNF, HBGF8)","ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB25:0004142,Ptn Kdr,Ptn,Kdr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Kdr-based-on-Pubmed-ID-32681389-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Kdr (VEGF receptor-2, VEGFR-2, vascular endothelial growth factor receptor- 2, VEGFR2, Flk-1, Flk1, orv)",MGI:97804,MGI:96683,ENSMUSG00000029838,ENSMUSG00000062960,"PTN (NEGF1, HBNF, HBGF8)","KDR (FLK1, VEGFR, VEGFR2, CD309)",secreted,cell membrane
CDB25:0004143,Ptn Mfrp,Ptn,Mfrp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Mfrp-based-on-Pubmed-ID-36178190-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)",Mfrp,MGI:97804,MGI:2385957,ENSMUSG00000029838,ENSMUSG00000034739,"PTN (NEGF1, HBNF, HBGF8)","MFRP (FLJ30570, rd6, NNO2, C1QTNF5)",secreted,cell membrane
CDB25:0004144,Ptn Nrp1,Ptn,Nrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Nrp1-based-on-Pubmed-ID-26408254-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Nrp1 (Neuropilin-1, NP-1, NPN-1, Npn1)",MGI:97804,MGI:106206,ENSMUSG00000029838,ENSMUSG00000025810,"PTN (NEGF1, HBNF, HBGF8)","NRP1 (NRP, VEGF165R, CD304)",secreted,cell membrane
CDB25:0004145,Ptn Rnf167,Ptn,Rnf167,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Rnf167-based-on-Pubmed-ID-36178190-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Rnf167 (0610010G05Rik, 5730408C10Rik)",MGI:97804,MGI:1917760,ENSMUSG00000029838,ENSMUSG00000040746,"PTN (NEGF1, HBNF, HBGF8)",RNF167 (DKFZP566H073),secreted,cell membrane
CDB25:0004146,Ptn Ror1,Ptn,Ror1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Ror1-based-on-Pubmed-ID-36178190-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Ror1 (Ntrkr1, 2810404D04Rik)",MGI:97804,MGI:1347520,ENSMUSG00000029838,ENSMUSG00000035305,"PTN (NEGF1, HBNF, HBGF8)",ROR1 (NTRKR1),secreted,cell membrane
CDB25:0004147,Ptn Sdc2,Ptn,Sdc2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Sdc2-based-on-Pubmed-ID-39285301-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Sdc2 (fibroglycan, Synd2, Hspg1, 4833414L08Rik)",MGI:97804,MGI:1349165,ENSMUSG00000029838,ENSMUSG00000022261,"PTN (NEGF1, HBNF, HBGF8)","SDC2 (HSPG, HSPG1, fibroglycan, SYND2, CD362)",secreted,cell membrane
CDB25:0004148,Ptn Sdc4,Ptn,Sdc4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptn%20Sdc4-based-on-Pubmed-ID-15226297-in-mouse,"Ptn (heparin-binding growth factor 8, HBGF-8, heparin-binding growth-associated molecule, HB-GAM, Osf-1, Osf1, HBNF)","Sdc4 (ryudocan, Synd4, syndecan-4, S4)",MGI:97804,MGI:1349164,ENSMUSG00000029838,ENSMUSG00000017009,"PTN (NEGF1, HBNF, HBGF8)","SDC4 (SYND4, amphiglycan, ryudocan)",secreted,cell membrane
CDB25:0004149,Ptprd Il1rap,Ptprd,Il1rap,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Il1rap-based-on-Pubmed-ID-22357843,%2025908590-in-mouse","Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)","Il1rap (IL-1R AcP, IL-1RAcP, 6430709H04Rik)",MGI:97812,MGI:104975,ENSMUSG00000028399,ENSMUSG00000022514,"PTPRD (PTPD, HPTP)","IL1RAP (IL-1RAcP, IL1R3, C3orf13)",cell membrane,cell membrane
CDB25:0004150,Ptprd Il1rapl1,Ptprd,Il1rapl1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Il1rapl1-based-on-Pubmed-ID-21926414,%2025908590-in-mouse","Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)","Il1rapl1 (TIGIRR-2, IL1RAPL, OPHN4, MRX34, IL1R8, 6330532G10Rik)",MGI:97812,MGI:2687319,ENSMUSG00000028399,ENSMUSG00000052372,"PTPRD (PTPD, HPTP)","IL1RAPL1 (IL1RAPL, MRX34, MRX21, MRX10, OPHN4, TIGIRR-2, IL1R8, IL1RAPL-1)",cell membrane,cell membrane
CDB25:0004151,Ptprd Lrrc4b,Ptprd,Lrrc4b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Lrrc4b-based-on-Pubmed-ID-23345436-in-mouse,"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)","Lrrc4b (Lrig4, NGL-3, Ngl3)",MGI:97812,MGI:3027390,ENSMUSG00000028399,ENSMUSG00000047085,"PTPRD (PTPD, HPTP)","LRRC4B (LRIG4, DKFZp761A179, HSM, NGL-3)",cell membrane,cell membrane
CDB25:0004152,Ptprd Nlgn3,Ptprd,Nlgn3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Nlgn3-based-on-Pubmed-ID-33758193-in-mouse,"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)","Nlgn3 (HNL3, A230085M13Rik, NL3, NLG3)",MGI:97812,MGI:2444609,ENSMUSG00000028399,ENSMUSG00000031302,"PTPRD (PTPD, HPTP)","NLGN3 (HNL3, KIAA1480, ASPGX1, AUTSX1)",cell membrane,cell membrane
CDB25:0004153,Ptprd Slitrk1,Ptprd,Slitrk1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Slitrk1-based-on-Pubmed-ID-23345436-in-mouse,"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",Slitrk1 (3200001I04Rik),MGI:97812,MGI:2679446,ENSMUSG00000028399,ENSMUSG00000075478,"PTPRD (PTPD, HPTP)","SLITRK1 (LRRC12, KIAA1910)",cell membrane,cell membrane
CDB25:0004154,Ptprd Slitrk2,Ptprd,Slitrk2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Slitrk2-based-on-Pubmed-ID-23345436,%2025989451-in-mouse","Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",Slitrk2,MGI:97812,MGI:2679449,ENSMUSG00000028399,ENSMUSG00000036790,"PTPRD (PTPD, HPTP)","SLITRK2 (SLITL1, TMEM257, CXorf1, KIAA1854, CXorf2)",cell membrane,cell membrane
CDB25:0004155,Ptprd Slitrk3,Ptprd,Slitrk3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Slitrk3-based-on-Pubmed-ID-23345436-in-mouse,"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",Slitrk3 (ST3),MGI:97812,MGI:2679447,ENSMUSG00000028399,ENSMUSG00000048304,"PTPRD (PTPD, HPTP)",SLITRK3 (KIAA0848),cell membrane,cell membrane
CDB25:0004156,Ptprf Lrrc4b,Ptprf,Lrrc4b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprf%20Lrrc4b-based-on-Pubmed-ID-20139422,%2023345436-in-mouse","Ptprf (LAR, RPTP-LAR)","Lrrc4b (Lrig4, NGL-3, Ngl3)",MGI:102695,MGI:3027390,ENSMUSG00000033295,ENSMUSG00000047085,PTPRF (LAR),"LRRC4B (LRIG4, DKFZp761A179, HSM, NGL-3)",cell membrane,cell membrane
CDB25:0004157,Ptprg Cntn3,Ptprg,Cntn3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprg%20Cntn3-based-on-Pubmed-ID-20133774-in-mouse,"Ptprg (5430405N12Rik, RPTPgamma)",Cntn3 (Pang),MGI:97814,MGI:99534,ENSMUSG00000121513,ENSMUSG00000030075,"PTPRG (PTPG, RPTPG)","CNTN3 (PANG, BIG-1)",cell membrane,cell membrane
